订单号,商品id,商品编码,下单时间,商品名称,数量,支付价格,成本价,采购成本价
2023082965076,6925303713386,6925303713386,2023-08-29 17:17:14,统一小当家干脆面系列,1,0.45,0.38,
2023082965076,6925303713362,6925303713362,2023-08-29 17:17:14,统一小当家干脆面系列,1,0.45,0.38,
2023082964616,80768258,80768258,2023-08-29 17:16:54,健达巧克力蛋,1,9.99,7.00,
2023082925088,6935145343054,6935145343054,2023-08-29 17:14:47,RIO预调鸡尾酒低度酒330ml,1,7.95,5.33,
2023082925088,6974302645211,6974302645211,2023-08-29 17:14:47,王者熊猫精酿啤酒275ml,1,4.9,2.34,
2023082925088,6931993906274,6931993906274,2023-08-29 17:14:47,*图牛蛋卷,2,1.8,1.02,
2023082925088,6901845045079,6901845045079,2023-08-29 17:14:47,百奇系列,1,7.2,5.77,
2023082925088,6924743919228,6924743919228,2023-08-29 17:14:47,乐事薯片70g,1,7.5,5.51,
2023082925088,6957813200148,6957813200148,2023-08-29 17:14:47,薯都薯烟火气56g,1,5.2,3.25,
2023082925088,6957813200155,6957813200155,2023-08-29 17:14:47,薯都薯烟火气56g,1,5.2,2.94,
2023082925088,6926475201008,6926475201008,2023-08-29 17:14:47,喜之郎果肉果冻200g,1,4.4,3.00,
2023082929300,6954767412573,6954767412573,2023-08-29 17:13:11,可乐500ml,1,2.2,2.00,
2023082928655,221055381,221055381,2023-08-29 17:12:38,丸美龙凤纯肉肠80g,1,4,2.20,
2023082928655,6907992631240,6907992631240,2023-08-29 17:12:38,伊利牛奶片,1,1.9,1.17,
2023082924381,6930487920475,6930487920475,2023-08-29 17:12:33,麻辣王子地道辣条,1,1.2,0.73,
2023082924381,6925303710187,6925303710187,2023-08-29 17:12:33,*统一红烧牛肉面,1,2.8,2.05,
2023082931878,8809296888543,8809296888543,2023-08-29 17:11:49,啵乐乐瓶装饮料,1,5.5,3.46,
2023082958270,6927462224406,6927462224406,2023-08-29 17:10:56,金锣王无淀粉香肠105g,1,4.2,2.80,
2023082958270,6970717330261,6970717330261,2023-08-29 17:10:56,桃李玉米切片,1,7.5,6.00,
2023082998560,6922255451427,6922255451427,2023-08-29 17:07:37,百岁山矿泉水570ml,1,1.99,1.65,
2023082944346,6954767423579,6954767423579,2023-08-29 17:07:08,可乐500ml（无糖款）,1,2.2,2.00,
2023082957003,6921168509256,6921168509256,2023-08-29 17:05:41,农夫山泉矿泉水550ml,2,2.4,1.80,
2023082971048,6975251473764,6975251473764,2023-08-29 17:01:38,南京同仁堂益生元西梅汁500ml,1,15.1,7.40,
2023082971048,221055377,221055377,2023-08-29 17:01:38,日式烧汁鸡肉串70g,1,4.75,3.30,
2023082908498,220006070,220006070,2023-08-29 16:59:52,印迹脆骨烤肠 70g,1,2,1.20,
2023082923747,6959775580863,6959775580863,2023-08-29 16:56:06,搞大路老卤鸭胗,2,7,4.34,
2023082995110,8801073110502,8801073110502,2023-08-29 16:55:25,韩国三养火鸡面系列,1,6.9,5.02,
2023082995110,6973748100681,6973748100681,2023-08-29 16:55:25,拾光悠味网红辣条小包装,1,1.3,0.64,
2023082995110,221055343,221055343,2023-08-29 16:55:25,双娇老长沙臭干子,1,1.2,0.73,
2023082982771,8850267112235,8850267112235,2023-08-29 16:54:44,力大狮豆奶500ml,1,7.5,4.67,
2023082932228,6954767423579,6954767423579,2023-08-29 16:48:46,可乐500ml（无糖款）,1,2.2,2.00,
2023082932228,8850267112235,8850267112235,2023-08-29 16:48:46,力大狮豆奶500ml,1,7.5,4.67,
2023082936642,6939580605166,6939580605166,2023-08-29 16:47:53,百事可乐原味500ml,1,2.8,2.13,
2023082907019,6920698424046,6920698424046,2023-08-29 16:47:01,康师傅鲜虾鱼板面（大食袋）,1,3.4,2.73,
2023082907019,6920698433543,6920698433543,2023-08-29 16:47:01,康师傅酸辣牛肉面（BIG桶）,1,5.4,4.64,
2023082907019,6927462200233,6927462200233,2023-08-29 16:47:01,金锣王特级火腿肠100g,1,3,2.00,
2023082907019,6954767448978,6954767448978,2023-08-29 16:47:01,芬达888ml,1,3.5,3.17,
2023082921077,6909995103687,6909995103687,2023-08-29 16:43:54,旺旺小小酥60g,1,4.6,2.93,
2023082909171,6975251473764,6975251473764,2023-08-29 16:42:43,南京同仁堂益生元西梅汁500ml,1,15.1,7.40,
2023082909171,6926417707254,6926417707254,2023-08-29 16:42:43,桃李盐焗卤蛋30g,1,1.9,1.60,
2023082944602,6935041525479,6935041525479,2023-08-29 16:42:40,旺仔特浓小馒头60g,1,5.9,3.75,
2023082971559,6921168596348,6921168596348,2023-08-29 16:41:15,农夫山泉东方树叶,1,3.9,3.39,
2023082971559,6937451893056,6937451893056,2023-08-29 16:41:15,不二家可吸果冻156g,1,8.5,4.73,
2023082971559,221055518,221055518,2023-08-29 16:41:15,好利达手撕鱿鱼条,3,20.7,13.08,
2023082971559,6907992519784,6907992519784,2023-08-29 16:41:15,伊利安慕希AMX系列酸奶,1,8.8,6.60,
2023082971559,221055509,221055509,2023-08-29 16:41:15,好利达炭烤鱿鱼翅,1,7.5,4.97,
2023082971559,6921299762025,6921299762025,2023-08-29 16:41:15,旺仔qq糖20g,1,1.2,0.70,
2023082971559,6970296600762,6970296600762,2023-08-29 16:41:15,金晔山楂片138g,1,6.6,4.30,
2023082957630,6973497201776,6973497201776,2023-08-29 16:37:53,果子熟了多多茶系列,1,5.4,3.80,
2023082957630,6970770099716,6970770099716,2023-08-29 16:37:53,兰芳园冻柠茶500ml,1,7.3,4.62,
2023082948724,6925303744380,6925303744380,2023-08-29 16:37:26,统一小当家干脆面系列,1,0.45,0.38,
2023082948724,6916344661798,6916344661798,2023-08-29 16:37:26,泓一巧克力涂层蛋糕,1,1.5,0.76,
2023082948724,6971973442095,6971973442095,2023-08-29 16:37:26,禧遇橡皮糖,1,2.7,1.71,
2023082904463,6973376371460,6973376371460,2023-08-29 16:34:50,约惠生椰拿铁软欧包100g,1,3.9,2.20,
2023082904463,6971416630218,6971416630218,2023-08-29 16:34:50,怡味园猫耳朵140g,1,4.5,2.50,
2023082904463,6920907809886,6920907809886,2023-08-29 16:34:50,好丽友薯愿单条,1,8.3,5.30,
2023082904463,6924743918658,6924743918658,2023-08-29 16:34:50,乐事大波浪系列,1,7.5,5.51,
2023082904463,6920907808032,6920907808032,2023-08-29 16:34:50,好丽友好多鱼,1,5,2.87,
2023082988414,220047073,220047073,2023-08-29 16:31:02,原香多汁鸡块 140g,2,15,10.80,
2023082923274,220074273,220074273,2023-08-29 16:29:39,阿华田蛋糕卷,2,8.4,5.10,
2023082923274,6901668200235,6901668200235,2023-08-29 16:29:39,太平梳打饼干,1,4.8,3.61,
2023082923274,6975176781777,6975176781777,2023-08-29 16:29:39,元气森林苏打气泡水480ml,1,3.99,3.15,
2023082974960,220005073,220005073,2023-08-29 16:28:53,现磨豆浆,1,3,1.80,
2023082959009,6922577704188,6922577704188,2023-08-29 16:28:40,君乐宝老酸奶139g,1,3.9,3.20,
2023082959009,6911308110879,6911308110879,2023-08-29 16:28:40,德氏大冰荔,2,3,1.46,
2023082959009,6937962112172,6937962112172,2023-08-29 16:28:40,康师傅番茄鸡蛋牛肉面（BIG桶）,1,5.4,4.64,
2023082959009,6970717330124,6970717330124,2023-08-29 16:28:40,桃李鸡蛋香松面包,1,4.5,3.60,
2023082911896,6902890259442,6902890259442,2023-08-29 16:28:18,双汇润口香甜王 75g,1,2.4,1.55,
2023082911896,6975184370840,6975184370840,2023-08-29 16:28:18,集千味嫩煎鸡排鸡胸肉14g,1,1.2,0.70,
2023082911896,6970583880099,6970583880099,2023-08-29 16:28:18,日式调味面制品,1,1.2,0.65,
2023082911896,6975133720092,6975133720092,2023-08-29 16:28:18,萌厨手撕猪肉脯,1,5.8,3.65,
2023082911896,6942888204801,6942888204801,2023-08-29 16:28:18,霞美日式小圆饼海盐味,1,1.2,0.65,
2023082980599,220006070,220006070,2023-08-29 16:28:11,印迹脆骨烤肠 70g,1,1.9,1.20,
2023082980599,6930720115972,6930720115972,2023-08-29 16:28:11,金大州火锅素毛肚,1,0.95,0.57,
2023082980599,6956590304681,6956590304681,2023-08-29 16:28:11,海天山庄每日青梅30g,1,1.14,0.61,
2023082980599,6930720116139,6930720116139,2023-08-29 16:28:11,金大州火锅素毛肚,2,1.9,1.14,
2023082980599,6933541736852,6933541736852,2023-08-29 16:28:11,宏旺老式大辣片,2,1.52,1.00,
2023082980599,6970583880105,6970583880105,2023-08-29 16:28:11,日式调味面制品,1,1.14,0.65,
2023082980599,6930487920468,6930487920468,2023-08-29 16:28:11,麻辣王子地道辣条,2,2.28,1.46,
2023082980599,6976867640014,6976867640014,2023-08-29 16:28:11,悠闲客怪味豆,2,3.22,2.02,
2023082980599,221055474,221055474,2023-08-29 16:28:11,牛海哥鲍汁扇贝,3,4.26,2.70,
2023082969191,6907992513935,6907992513935,2023-08-29 16:27:24,伊利臻浓牛奶袋装230ml,1,3,2.25,
2023082949843,6926215372890,6926215372890,2023-08-29 16:26:31,米多奇馍片50g,1,1.5,0.84,
2023082963433,6958770003018,6958770003018,2023-08-29 16:25:51,莫小仙盒装冲泡系列,2,8.98,7.60,
2023082942946,6971426300477,6971426300477,2023-08-29 16:24:41,花椒世家手工花椒锅巴,1,7.8,4.90,
2023082942946,6970583880105,6970583880105,2023-08-29 16:24:41,日式调味面制品,2,2.4,1.30,
2023082942946,6973748100551,6973748100551,2023-08-29 16:24:41,拾光悠味网红辣条小包装,1,1.3,0.57,
2023082942946,6970717330193,6970717330193,2023-08-29 16:24:41,桃李手撕面包160g,1,5.5,4.60,
2023082947975,6971057226825,6971057226825,2023-08-29 16:22:38,奥尔良鸡腿堡 140g,1,6.5,3.60,
2023082924457,6971232630324,6971232630324,2023-08-29 16:22:03,惠佰利75%酒精卫生湿巾,1,4.6,2.80,
2023082926547,9555480007311,9555480007311,2023-08-29 16:21:39,麦比客饼干系列,1,10.3,6.70,
2023082907296,6914782215207,6914782215207,2023-08-29 16:21:28,*徐福记薯片小包装系列,1,3.2,1.88,
2023082907296,6914782215221,6914782215221,2023-08-29 16:21:28,*徐福记薯片小包装系列,1,3.2,1.88,
2023082907296,6925303744380,6925303744380,2023-08-29 16:21:28,统一小当家干脆面系列,3,1.35,1.14,
2023082907296,6959836925442,6959836925442,2023-08-29 16:21:28,贤哥鹌鹑蛋25g,3,6.6,3.90,
2023082907296,6935284471076,6935284471076,2023-08-29 16:21:28,卫龙魔芋爽24g,1,1.5,0.88,
2023082907296,6954767432076,6954767432076,2023-08-29 16:21:28,雪碧500ml,1,2.2,2.00,
2023082907296,221055289,221055289,2023-08-29 16:21:28,华味亨韩式话梅,1,2.3,1.42,
2023082926984,6920698414078,6920698414078,2023-08-29 16:20:46,康师傅开心桶老坛酸菜牛肉面（桶装）,1,4.5,3.78,
2023082926984,6920698400972,6920698400972,2023-08-29 16:20:46,康师傅开心桶香辣牛肉面(桶装),1,4.5,3.49,
2023082940689,6921168558049,6921168558049,2023-08-29 16:19:16,农夫山泉东方树叶,1,3.9,3.39,
2023082940689,221055377,221055377,2023-08-29 16:19:16,日式烧汁鸡肉串70g,1,5,3.30,
2023082971998,6970717330315,6970717330315,2023-08-29 16:15:45,桃李醇熟切片面包,1,8.5,7.00,
2023082971998,6970717330216,6970717330216,2023-08-29 16:15:45,桃李迷你豆沙面包170g,1,6,4.80,
2023082952869,6973748100575,6973748100575,2023-08-29 16:14:37,拾光悠味网红辣条小包装,1,1.3,0.63,
2023082952869,6973783080016,6973783080016,2023-08-29 16:14:37,枕上书猪肉脯,1,1.2,0.63,
2023082952869,6922895496208,6922895496208,2023-08-29 16:14:37,众望小麻花,1,0.7,0.40,
2023082995517,220003070,220003070,2023-08-29 16:14:30,盐味鸡肉串 60g,3,14.4,9.00,
2023082995517,220043073,220043073,2023-08-29 16:14:30,奥尔良烤全腿 205g,1,10.5,7.40,
2023082995517,6905734301031,6905734301031,2023-08-29 16:14:30,旺旺浪味仙蔬菜味70g,1,7.5,4.80,
2023082911379,220005070,220005070,2023-08-29 16:13:24,印迹原味烤肠 78g,1,2,1.20,
2023082911379,220007073,220007073,2023-08-29 16:13:24,酸菜肉包 95g,1,2.5,1.63,
2023082938246,6954767412573,6954767412573,2023-08-29 16:11:39,可乐500ml,1,2.2,2.00,
2023082929216,6954767433073,6954767433073,2023-08-29 16:11:34,雪碧2L,1,6.5,5.00,
2023082964788,6971329921113,6971329921113,2023-08-29 16:10:48,依能果味饮料1L,1,3.99,2.25,
2023082964788,6971329921007,6971329921007,2023-08-29 16:10:48,依能果味饮料1L,1,3.99,2.25,
2023082964788,6971329927047,6971329927047,2023-08-29 16:10:48,依能果味饮料1L,1,3.99,2.25,
2023082942578,6921168558049,6921168558049,2023-08-29 16:06:41,农夫山泉东方树叶,1,3.9,3.39,
2023082994633,6921168509256,6921168509256,2023-08-29 16:04:42,农夫山泉矿泉水550ml,2,2.4,1.80,
2023082991477,6921168509256,6921168509256,2023-08-29 16:04:33,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082927379,6921168509256,6921168509256,2023-08-29 16:04:21,农夫山泉矿泉水550ml,2,2.4,1.80,
2023082987344,6917878030623,6917878030623,2023-08-29 16:04:13,雀巢咖啡丝滑即饮装系列268ml,1,5.8,4.14,
2023082906887,6921168558018,6921168558018,2023-08-29 16:02:06,农夫山泉东方树叶,1,3.9,3.39,
2023082929406,6922255451427,6922255451427,2023-08-29 16:00:45,百岁山矿泉水570ml,1,1.99,1.65,
2023082929406,6975176783474,6975176783474,2023-08-29 16:00:45,元气森林冰茶450ml,1,4,3.00,
2023082929406,4710199080566,4710199080566,2023-08-29 16:00:45,张君雅休闲丸子80g,1,8.8,5.30,
2023082929406,221055481,221055481,2023-08-29 16:00:45,好丽友薯愿小包装,1,4.3,2.25,
2023082962516,6975382530176,6975382530176,2023-08-29 16:00:01,海河牛角包牛奶系列,1,4.2,3.00,
2023082962516,6975382530497,6975382530497,2023-08-29 16:00:01,海河牛角包牛奶系列,1,4.2,3.00,
2023082962516,6975382530831,6975382530831,2023-08-29 16:00:01,海河牛角包牛奶系列,1,4.2,3.00,
2023082962516,6975382530350,6975382530350,2023-08-29 16:00:01,海河牛角包牛奶系列,1,4.2,3.00,
2023082982619,221055409,221055409,2023-08-29 15:56:24,卤肉馅包子 95g,1,3.8,2.01,
2023082982619,220006070,220006070,2023-08-29 15:56:24,印迹脆骨烤肠 70g,1,2,1.20,
2023082982619,6920698400774,6920698400774,2023-08-29 15:56:24,康师傅开心桶红烧牛肉面(桶装),1,4.5,3.78,
2023082982619,6902890259541,6902890259541,2023-08-29 15:56:24,双汇台式烤香肠 38g,1,2.4,1.57,
2023082982619,221055473,221055473,2023-08-29 15:56:24,牛海哥鲍汁扇贝,1,1.5,0.90,
2023082982619,6970745457169,6970745457169,2023-08-29 15:56:24,*橙子快跑低脂鸡胸肉,1,3.2,2.00,
2023082982619,6940997789547,6940997789547,2023-08-29 15:56:24,卡宾熊凹煎饼,1,0.9,0.50,
2023082982619,6958395800535,6958395800535,2023-08-29 15:56:24,林仔豆角干36g,1,0.99,0.63,
2023082992943,6954767423579,6954767423579,2023-08-29 15:56:17,可乐500ml（无糖款）,1,2.2,2.00,
2023082914050,9589132002904,9589132002904,2023-08-29 15:55:22,超佰味和风元气打糕,1,1.2,0.61,
2023082914050,6971642160718,6971642160718,2023-08-29 15:55:22,徽尝香老式爆米花350g,1,8.5,6.24,
2023082914050,9589132002409,9589132002409,2023-08-29 15:55:22,超佰味肉松丸子30g,2,2.4,1.22,
2023082914050,221055391,221055391,2023-08-29 15:55:22,华味亨老婆梅,2,5,3.04,
2023082914050,6973768119106,6973768119106,2023-08-29 15:55:22,喜桂子油栗仁系列,1,3.9,2.45,
2023082914050,221055280,221055280,2023-08-29 15:55:22,华味亨乌梅,1,2.3,1.36,
2023082914050,6947167300595,6947167300595,2023-08-29 15:55:22,正香源五谷杂粮饼,1,1.9,1.10,
2023082914050,6958621301096,6958621301096,2023-08-29 15:55:22,真之味鸡蛋干,1,1.2,0.71,
2023082914050,6935284455557,6935284455557,2023-08-29 15:55:22,卫龙亲嘴烧24g,1,1.2,0.59,
2023082914050,8809045088118,8809045088118,2023-08-29 15:55:22,九日冰祖碳酸饮料500ml,1,7.6,4.68,
2023082981317,69025143,69025143,2023-08-29 15:49:56,益达口香糖56g,1,11.9,9.17,
2023082988341,220005070,220005070,2023-08-29 15:48:26,印迹原味烤肠 78g,2,4,2.40,
2023082988341,6925303779009,6925303779009,2023-08-29 15:48:26,统一小浣熊干脆面,1,0.9,0.73,
2023082988341,6925303774202,6925303774202,2023-08-29 15:48:26,统一小浣熊干脆面,1,0.9,0.73,
2023082950562,6950822600510,6950822600510,2023-08-29 15:48:05,龙山泉啤酒干啤480ml,1,4.5,3.59,
2023082930381,8801066057982,8801066057982,2023-08-29 15:47:08,思潮大林模拟蟹肉,2,17.24,11.50,
2023082930381,6923644210779,6923644210779,2023-08-29 15:47:08,蒙牛纯牛奶 240ml/袋,1,2.7,2.13,
2023082942172,6970399920439,6970399920439,2023-08-29 15:40:25,元气森林苏打气泡水480ml,1,3.99,3.15,
2023082942172,6911308112835,6911308112835,2023-08-29 15:40:25,德氏大奶砖,1,2,1.48,
2023082953836,6934039700072,6934039700072,2023-08-29 15:40:09,蒙纯益生菌酸牛奶180g,1,3,2.50,
2023082953836,8994834005213,8994834005213,2023-08-29 15:40:09,GEMEZ小鸡干脆面,3,6.6,3.99,
2023082953836,6923841903535,6923841903535,2023-08-29 15:40:09,佳龙鲜笋魔芋,1,1.2,0.70,
2023082934747,6921168596348,6921168596348,2023-08-29 15:39:12,农夫山泉东方树叶,1,3.9,3.39,
2023082934747,6921643820982,6921643820982,2023-08-29 15:39:12,赛1手工辣条系列,1,0.9,0.54,
2023082962827,221055377,221055377,2023-08-29 15:36:16,日式烧汁鸡肉串70g,1,5,3.30,
2023082962827,220041073,220041073,2023-08-29 15:36:16,韩式甜辣鸡排 100g,1,6.9,4.50,
2023082989337,6925303774202,6925303774202,2023-08-29 15:35:48,统一小浣熊干脆面,2,1.8,1.46,
2023082989337,6925303713003,6925303713003,2023-08-29 15:35:48,统一小浣熊干脆面,2,1.8,1.46,
2023082989337,220048073,220048073,2023-08-29 15:35:48,名古屋唐扬串 100g,1,6,4.40,
2023082989337,221055377,221055377,2023-08-29 15:35:48,日式烧汁鸡肉串70g,1,5,3.30,
2023082947575,6917935002150,6917935002150,2023-08-29 15:34:44,合味道杯面,1,6.6,4.60,
2023082947575,6920698400378,6920698400378,2023-08-29 15:34:44,康师傅红烧牛肉面（BIG桶）,1,5.4,4.64,
2023082928675,6907992106199,6907992106199,2023-08-29 15:33:07,伊利高钙0蔗糖风味发酵乳180g,1,4,3.50,
2023082928675,6926475202074,6926475202074,2023-08-29 15:33:07,喜之郎美好时光海苔4.5g,1,4.6,2.99,
2023082928675,6905014304127,6905014304127,2023-08-29 15:33:07,西麦燕麦片,1,1.8,1.10,
2023082928675,6905014304134,6905014304134,2023-08-29 15:33:07,西麦燕麦片,1,1.8,1.10,
2023082928675,4897043066836,4897043066836,2023-08-29 15:33:07,U100蜜饯系列,1,6.9,3.96,
2023082932194,8809420331594,8809420331594,2023-08-29 15:30:43,可拉奥系列,2,6.64,4.12,
2023082932194,6970745452638,6970745452638,2023-08-29 15:30:43,*橙子快跑低脂鸡胸肉,1,3.04,2.00,
2023082932194,221055520,221055520,2023-08-29 15:30:43,卡尔顿芋香无边吐司,1,2.37,1.38,
2023082932194,6942888204801,6942888204801,2023-08-29 15:30:43,霞美日式小圆饼海盐味,1,1.14,0.65,
2023082932194,6922577726258,6922577726258,2023-08-29 15:30:43,君乐宝简醇袋150g,2,4.74,4.00,
2023082932194,6916344664065,6916344664065,2023-08-29 15:30:43,泓一蛋黄酥,1,1.42,0.91,
2023082932194,6959836922465,6959836922465,2023-08-29 15:30:43,贤哥鹌鹑蛋25g,1,2.09,1.30,
2023082932194,6971482440360,6971482440360,2023-08-29 15:30:43,咖姆昂生榨椰子汁180ml,1,3.32,2.50,
2023082932194,6958621301089,6958621301089,2023-08-29 15:30:43,真之味鸡蛋干,1,1.14,0.69,
2023082932194,6926417707254,6926417707254,2023-08-29 15:30:43,桃李盐焗卤蛋30g,1,1.9,1.60,
2023082932194,220033273,220033273,2023-08-29 15:30:43,卡尔顿下午茶蛋糕,1,5.03,3.24,
2023082976084,221055427,221055427,2023-08-29 15:30:40,趣味多啵啵麻薯,1,1.6,0.96,
2023082976084,221055426,221055426,2023-08-29 15:30:40,趣味多啵啵麻薯,1,1.6,0.96,
2023082976084,221055425,221055425,2023-08-29 15:30:40,趣味多啵啵麻薯,1,1.6,0.96,
2023082948336,221055380,221055380,2023-08-29 15:30:09,丸美龙凤纯肉肠80g,1,4,2.20,
2023082948336,221055427,221055427,2023-08-29 15:30:09,趣味多啵啵麻薯,1,1.6,0.96,
2023082948336,6959775580757,6959775580757,2023-08-29 15:30:09,搞大路素肉小串,1,1.2,0.69,
2023082943582,5060536921816,5060536921816,2023-08-29 15:24:27,*冰山三角脆威化55g,1,5.5,4.00,
2023082945354,6956937605433,6956937605433,2023-08-29 15:24:08,佰恩氏NFC小青柠汁330ml,1,6.84,4.58,
2023082945354,6954432710256,6954432710256,2023-08-29 15:24:08,炫迈口香糖,1,9.4,8.60,
2023082945354,6924391089342,6924391089342,2023-08-29 15:24:08,徽之梦果仁系列,1,5.22,3.45,
2023082991794,6920952712087,6920952712087,2023-08-29 15:23:42,旺仔qq糖20g,1,1.2,0.70,
2023082991794,6921299767310,6921299767310,2023-08-29 15:23:42,旺仔qq糖20g,1,1.2,0.70,
2023082991794,6921299762049,6921299762049,2023-08-29 15:23:42,旺仔qq糖20g,1,1.2,0.70,
2023082993034,6920180209601,6920180209601,2023-08-29 15:20:17,屈臣氏苏打汽水,2,9.2,6.76,
2023082901595,6973376371460,6973376371460,2023-08-29 15:18:18,约惠生椰拿铁软欧包100g,1,3.9,2.20,
2023082901595,6923644287641,6923644287641,2023-08-29 15:18:18,臻享浓牛奶230ml,1,3,2.00,
2023082942432,220005070,220005070,2023-08-29 15:18:01,印迹原味烤肠 78g,1,2,1.20,
2023082942432,6925303779009,6925303779009,2023-08-29 15:18:01,统一小浣熊干脆面,1,0.9,0.73,
2023082942432,6925303795153,6925303795153,2023-08-29 15:18:01,统一小当家干脆面系列,1,0.9,0.70,
2023082942432,6930720116139,6930720116139,2023-08-29 15:18:01,金大州火锅素毛肚,1,1,0.57,
2023082942432,6930720115972,6930720115972,2023-08-29 15:18:01,金大州火锅素毛肚,1,1,0.57,
2023082942432,6926215372890,6926215372890,2023-08-29 15:18:01,米多奇馍片50g,1,1.5,0.84,
2023082942432,6947245890246,6947245890246,2023-08-29 15:18:01,口水娃牛蹄筋,1,1.2,0.70,
2023082953562,6920698407995,6920698407995,2023-08-29 15:17:45,康师傅经典鲜虾鱼板面（袋装）,2,5.8,4.64,
2023082953562,6920698424022,6920698424022,2023-08-29 15:17:45,康师傅香辣牛肉面（大食袋）,1,3.4,2.73,
2023082953562,6924743919211,6924743919211,2023-08-29 15:17:45,乐事薯片70g,1,7.5,5.51,
2023082953562,6920907823646,6920907823646,2023-08-29 15:17:45,好丽友好有趣薯片70g,1,5.9,3.85,
2023082953562,6975073833050,6975073833050,2023-08-29 15:17:45,a1香蕉面包,1,2.9,1.80,
2023082964409,220020273,220020273,2023-08-29 15:16:46,墨鱼爆蛋 42g*3,1,4.5,2.20,
2023082964409,220006070,220006070,2023-08-29 15:16:46,印迹脆骨烤肠 70g,1,2,1.20,
2023082911696,6971106101004,6971106101004,2023-08-29 15:14:45,邬辣妈星座系列,1,2.99,1.90,
2023082911696,6901236341582,6901236341582,2023-08-29 15:14:45,维达纸抽130抽,1,2.9,2.33,
2023082928245,6901236341582,6901236341582,2023-08-29 15:13:53,维达纸抽130抽,1,2.9,2.33,
2023082925164,6907992631240,6907992631240,2023-08-29 15:13:52,伊利牛奶片,4,7.6,4.68,
2023082916078,6970717330094,6970717330094,2023-08-29 15:13:19,桃李起酥面包,1,4,3.20,
2023082916078,6970717330056,6970717330056,2023-08-29 15:13:19,桃李枣沙蛋糕100g,1,3,2.40,
2023082940226,6902083883089,6902083883089,2023-08-29 15:13:18,娃哈哈冰红茶,4,11.2,8.28,
2023082972910,6954767413877,6954767413877,2023-08-29 15:12:53,可乐2L,1,6.5,5.00,
2023082942491,6922577726258,6922577726258,2023-08-29 15:12:09,君乐宝简醇袋150g,1,2.5,2.00,
2023082958535,6924391089342,6924391089342,2023-08-29 15:11:55,徽之梦果仁系列,1,5.5,3.45,
2023082989573,8993175550208,8993175550208,2023-08-29 15:10:15,纳宝帝威化,1,2.8,1.67,
2023082918597,6973497202636,6973497202636,2023-08-29 15:08:53,果子熟了多多茶系列,1,5.4,3.80,
2023082986599,6954767442075,6954767442075,2023-08-29 15:07:45,芬达500ml,1,2.2,2.13,
2023082958820,6921168509256,6921168509256,2023-08-29 15:04:43,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082976132,6970605361643,6970605361643,2023-08-29 15:03:02,宁萌佳的水就是柠檬水500ml,1,4.5,2.50,
2023082929143,6972549660677,6972549660677,2023-08-29 15:02:40,三得利茉莉乌龙500ml,1,5.8,3.80,
2023082951044,4901880200992,4901880200992,2023-08-29 15:02:25,札幌麦香啤酒500ml,2,50,30.00,
2023082951044,6297001059203,6297001059203,2023-08-29 15:02:25,果倍爽儿童果汁饮料200ml,1,4.5,2.99,
2023082921255,6946954300886,6946954300886,2023-08-29 15:00:29,宝奴咪橡皮糖,1,9.9,6.18,
2023082921255,6972549660905,6972549660905,2023-08-29 15:00:29,三得利茉莉乌龙500ml,1,5.8,3.80,
2023082921376,221055381,221055381,2023-08-29 14:57:56,丸美龙凤纯肉肠80g,1,4,2.20,
2023082962237,6921168593804,6921168593804,2023-08-29 14:50:52,NFC果汁300ml,1,8.3,5.82,
2023082951324,8859015700168,8859015700168,2023-08-29 14:47:38,if泰国椰子水350ml,1,6.9,4.38,
2023082951324,6921168509256,6921168509256,2023-08-29 14:47:38,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082951324,6909995103694,6909995103694,2023-08-29 14:47:38,旺旺小小酥60g,1,4.6,2.93,
2023082951324,6922017033991,6922017033991,2023-08-29 14:47:38,*奥赛爆浆山楂105g,1,9.9,5.50,
2023082931046,8855917006575,8855917006575,2023-08-29 14:47:12,奇乐达甜甜圈45g,1,7.9,5.10,
2023082931046,6923644266257,6923644266257,2023-08-29 14:47:12,蒙牛绿色心情,2,6,4.36,
2023082931046,6975073833050,6975073833050,2023-08-29 14:47:12,a1香蕉面包,1,2.9,1.80,
2023082932941,6970770096876,6970770096876,2023-08-29 14:44:36,兰芳园冻柠茶500ml,1,6.93,4.62,
2023082932941,6921168500956,6921168500956,2023-08-29 14:44:36,水溶C445ml,1,4.65,3.54,
2023082932941,6921168500970,6921168500970,2023-08-29 14:44:36,水溶C445ml,2,9.3,7.08,
2023082941039,6973768110059,6973768110059,2023-08-29 14:44:03,喜桂子油栗仁系列,1,3.9,2.45,
2023082941039,6973768110035,6973768110035,2023-08-29 14:44:03,喜桂子油栗仁系列,1,3.9,2.45,
2023082941039,6971254690344,6971254690344,2023-08-29 14:44:03,宜莲居椰丝球,3,5.4,3.24,
2023082928602,6921168558049,6921168558049,2023-08-29 14:43:15,农夫山泉东方树叶,1,3.9,3.39,
2023082928602,6935270642091,6935270642091,2023-08-29 14:43:15,白象汤好喝方便面桶装,1,5.4,4.17,
2023082928602,6975184370727,6975184370727,2023-08-29 14:43:15,集千味火锅蟹味排22g,1,1.2,0.70,
2023082928602,221055519,221055519,2023-08-29 14:43:15,辣食主播牙签油豆腐,1,1.8,1.09,
