订单号,商品id,商品编码,下单时间,商品名称,数量,支付价格,成本价,采购成本价
2023082928602,6974386750375,6974386750375,2023-08-29 14:43:15,小李传说牛排40g,1,2.8,1.20,
2023082928602,220005070,220005070,2023-08-29 14:43:15,印迹原味烤肠 78g,1,2,1.20,
2023082928602,6974467000108,6974467000108,2023-08-29 14:43:15,天生为卤猪脆骨,1,2.2,1.14,
2023082928602,6902890259541,6902890259541,2023-08-29 14:43:15,双汇台式烤香肠 38g,1,2.4,1.57,
2023082917362,6970717330322,6970717330322,2023-08-29 14:41:01,桃李醇熟切片面包,1,8.5,7.00,
2023082917362,6921681101449,6921681101449,2023-08-29 14:41:01,金丝猴麦丽素,2,14,9.00,
2023082983798,6921895904898,6921895904898,2023-08-29 14:39:14,中街大果系列,1,2,1.40,
2023082928814,6973497202490,6973497202490,2023-08-29 14:38:56,果子熟了乌龙茶饮料487ml,1,5.3,3.85,
2023082928814,6974653670184,6974653670184,2023-08-29 14:38:56,柠檬共和国系列300ml,1,8.3,4.50,
2023082902137,6921168558049,6921168558049,2023-08-29 14:38:46,农夫山泉东方树叶,1,3.9,3.39,
2023082902137,6974653670191,6974653670191,2023-08-29 14:38:46,柠檬共和国系列300ml,1,8.3,4.50,
2023082976641,6920907823288,6920907823288,2023-08-29 14:36:59,好丽友浪里个浪65g,1,6.5,4.15,
2023082976641,6973768110035,6973768110035,2023-08-29 14:36:59,喜桂子油栗仁系列,1,3.9,2.45,
2023082976641,6971254690344,6971254690344,2023-08-29 14:36:59,宜莲居椰丝球,1,1.8,1.08,
2023082924915,6970399922518,6970399922518,2023-08-29 14:29:30,外星人电解质水500ml,1,5.8,4.33,
2023082988235,6922868289158,6922868289158,2023-08-29 14:24:41,心相印茶语4层手帕纸,1,0.8,0.37,
2023082919812,6922255447833,6922255447833,2023-08-29 14:21:37,百岁山矿泉水348ml,1,36.1,28.80,
2023082975368,6924187820067,6924187820067,2023-08-29 14:20:11,洽洽香瓜子160g,1,6.9,5.16,
2023082975368,6922133606086,6922133606086,2023-08-29 14:20:11,金鸽多味葵花籽160g,1,8.6,5.63,
2023082975368,6971061511115,6971061511115,2023-08-29 14:20:11,燃力士复合营养素气泡水480ml,1,5,3.53,
2023082975368,6974939890213,6974939890213,2023-08-29 14:20:11,轻享牛肉切片60g,1,14.9,8.80,
2023082975368,6971196385988,6971196385988,2023-08-29 14:20:11,奈雪的茶鸭屎香柠檬茶250ml,1,3.9,2.50,
2023082975368,6970745457848,6970745457848,2023-08-29 14:20:11,*橙子快跑高蛋白质鸡腿肉肠,2,7.98,4.92,
2023082975368,6970745456308,6970745456308,2023-08-29 14:20:11,*橙子快跑高蛋白质鸡腿肉肠,1,3.99,2.46,
2023082963927,221055380,221055380,2023-08-29 14:19:04,丸美龙凤纯肉肠80g,1,4,2.20,
2023082930417,6971057226818,6971057226818,2023-08-29 14:18:56,香辣味鸡腿堡 140g,1,6.5,3.60,
2023082930417,8809617943647,8809617943647,2023-08-29 14:18:56,芭蜂扁桃仁夹心糖30g,1,8.5,5.10,
2023082930417,6971258741882,6971258741882,2023-08-29 14:18:56,卫龙78°卤蛋,1,3.2,1.95,
2023082930417,6902890229421,6902890229421,2023-08-29 14:18:56,双汇王中王100g,1,3.6,2.35,
2023082930417,6948004703913,6948004703913,2023-08-29 14:18:56,鲜引力果干,1,6.5,3.81,
2023082930417,4600495512642,4600495512642,2023-08-29 14:18:56,康吉三明治饼干,1,2.9,1.65,
2023082930417,8859015700434,8859015700434,2023-08-29 14:18:56,if白葡萄汁350ml,1,6.9,4.08,
2023082918745,6922577738152,6922577738152,2023-08-29 14:13:32,君乐宝悦鲜活牛奶系列,1,8.9,6.00,
2023082981616,6954767412573,6954767412573,2023-08-29 14:13:12,可乐500ml,1,2.2,2.00,
2023082978495,6918551815575,6918551815575,2023-08-29 14:13:06,雀巢脆脆鲨雪糕65g,1,8,5.00,
2023082978495,6909493101918,6909493101918,2023-08-29 14:13:06,梦龙冰淇淋系列,1,9.5,7.00,
2023082978495,6923450611906,6923450611906,2023-08-29 14:13:06,德芙巧克力冰淇淋50g,1,14.5,9.64,
2023082978495,6921168596348,6921168596348,2023-08-29 14:13:06,农夫山泉东方树叶,1,3.9,3.39,
2023082978495,6940211890004,6940211890004,2023-08-29 14:13:06,养乐多活性乳酸菌乳饮品100ml*5系列,1,13.8,12.10,
2023082939045,6970770099716,6970770099716,2023-08-29 14:11:46,兰芳园冻柠茶500ml,1,7.3,4.62,
2023082988203,6971329926033,6971329926033,2023-08-29 14:11:17,依能无糖苏打水饮料900ml,1,3.99,2.25,
2023082929882,6921168559244,6921168559244,2023-08-29 14:10:05,水溶C445ml,1,4.9,3.54,
2023082948396,220005070,220005070,2023-08-29 14:06:02,印迹原味烤肠 78g,1,2,1.20,
2023082935576,221055381,221055381,2023-08-29 14:05:39,丸美龙凤纯肉肠80g,1,4,2.20,
2023082954770,6924187851160,6924187851160,2023-08-29 14:04:52,洽洽瓜子系列108g,1,7.39,5.31,
2023082995907,6920698424022,6920698424022,2023-08-29 14:04:30,康师傅香辣牛肉面（大食袋）,1,3.23,2.73,
2023082963870,6921168559244,6921168559244,2023-08-29 14:03:49,水溶C445ml,1,4.9,3.54,
2023082921793,6901285991219,6901285991219,2023-08-29 14:00:55,怡宝纯净水 555ml,1,1.5,1.00,
2023082921793,6921168593859,6921168593859,2023-08-29 14:00:55,维他水500ml,1,4.8,3.12,
2023082992883,6954767412573,6954767412573,2023-08-29 14:00:40,可乐500ml,1,2.2,2.00,
2023082978159,6921168598427,6921168598427,2023-08-29 13:58:28,农夫山泉东方树叶,1,7.5,4.92,
2023082934968,6925303713058,6925303713058,2023-08-29 13:56:47,统一小浣熊干脆面,1,0.9,0.73,
2023082934968,6925303713003,6925303713003,2023-08-29 13:56:47,统一小浣熊干脆面,1,0.9,0.73,
2023082934968,6925303744380,6925303744380,2023-08-29 13:56:47,统一小当家干脆面系列,1,0.45,0.38,
2023082934968,6973497201776,6973497201776,2023-08-29 13:56:47,果子熟了多多茶系列,1,5.4,3.80,
2023082955853,6901668200013,6901668200013,2023-08-29 13:50:11,太平梳打饼干,1,4.8,3.61,
2023082905419,6954767412573,6954767412573,2023-08-29 13:46:56,可乐500ml,1,2.2,2.00,
2023082967389,6921168558049,6921168558049,2023-08-29 13:46:43,农夫山泉东方树叶,1,3.9,3.39,
2023082983539,6924743927865,6924743927865,2023-08-29 13:43:28,乐事无限薯片90g（罐装）,1,8.5,7.07,
2023082983539,6956590303356,6956590303356,2023-08-29 13:43:28,海天山庄车厘子30g,2,2.4,1.22,
2023082983539,4710022040880,4710022040880,2023-08-29 13:43:28,卡迪娜豌豆脆,1,7.5,4.90,
2023082983539,6959836922465,6959836922465,2023-08-29 13:43:28,贤哥鹌鹑蛋25g,1,2.2,1.30,
2023082983539,220006070,220006070,2023-08-29 13:43:28,印迹脆骨烤肠 70g,1,2,1.20,
2023082983539,220005070,220005070,2023-08-29 13:43:28,印迹原味烤肠 78g,1,2,1.20,
2023082973044,6920907808612,6920907808612,2023-08-29 13:42:39,好丽友呀！土豆,1,6.2,3.85,
2023082973044,6973768119106,6973768119106,2023-08-29 13:42:39,喜桂子油栗仁系列,2,7.8,4.90,
2023082973044,6973768110035,6973768110035,2023-08-29 13:42:39,喜桂子油栗仁系列,1,3.9,2.45,
2023082973044,6973748100575,6973748100575,2023-08-29 13:42:39,拾光悠味网红辣条小包装,2,2.6,1.26,
2023082973044,6930720115972,6930720115972,2023-08-29 13:42:39,金大州火锅素毛肚,2,2,1.14,
2023082973044,6959775580740,6959775580740,2023-08-29 13:42:39,搞大路素肉小串,1,1.2,0.69,
2023082973044,6974467000108,6974467000108,2023-08-29 13:42:39,天生为卤猪脆骨,1,2.2,1.14,
2023082973044,6974467000085,6974467000085,2023-08-29 13:42:39,天生为卤脆骨牛肉,1,2.5,1.44,
2023082973044,6917878131504,6917878131504,2023-08-29 13:42:39,雀巢脆脆鲨威化,2,2.4,1.62,
2023082962292,6921168558049,6921168558049,2023-08-29 13:41:27,农夫山泉东方树叶,1,3.9,3.39,
2023082906866,6920907823622,6920907823622,2023-08-29 13:40:49,好丽友好有趣薯片70g,1,5.9,3.85,
2023082906866,6924187872288,6924187872288,2023-08-29 13:40:49,洽洽瓜子系列108g,1,7.39,5.31,
2023082953605,6922255451427,6922255451427,2023-08-29 13:39:55,百岁山矿泉水570ml,1,42.75,39.60,
2023082938627,6933541736852,6933541736852,2023-08-29 13:39:24,宏旺老式大辣片,2,1.6,1.00,
2023082938627,6902083883089,6902083883089,2023-08-29 13:39:24,娃哈哈冰红茶,1,2.8,2.07,
2023082948544,221055512,221055512,2023-08-29 13:39:04,开心果扁桃仁可颂80g,1,18.5,9.50,
2023082965390,6971329927047,6971329927047,2023-08-29 13:33:44,依能果味饮料1L,1,3.99,2.25,
2023082965390,6921895901095,6921895901095,2023-08-29 13:33:44,中街大果,1,2,1.48,
2023082966903,221055458,221055458,2023-08-29 13:32:31,*霞美气泡脆饼,1,1.2,0.60,
2023082966903,6947762804177,6947762804177,2023-08-29 13:32:31,法芙尼香烤椰脆,2,4.4,2.72,
2023082966903,6976867640014,6976867640014,2023-08-29 13:32:31,悠闲客怪味豆,1,1.7,1.01,
2023082966903,221055346,221055346,2023-08-29 13:32:31,英伦之恋小米锅巴,1,1.2,0.67,
2023082966903,221055475,221055475,2023-08-29 13:32:31,英伦之恋小米锅巴,1,1.2,0.67,
2023082966903,221055457,221055457,2023-08-29 13:32:31,*霞美气泡脆饼,1,1.2,0.60,
2023082980304,6954767423579,6954767423579,2023-08-29 13:29:19,可乐500ml（无糖款）,1,2.2,2.00,
2023082937704,6901285991219,6901285991219,2023-08-29 13:28:45,怡宝纯净水 555ml,1,1.5,1.00,
2023082937704,6954767412573,6954767412573,2023-08-29 13:28:45,可乐500ml,1,2.2,2.00,
2023082946952,6973497201752,6973497201752,2023-08-29 13:27:21,果子熟了多多茶系列,1,5.4,3.80,
2023082946952,6970770099716,6970770099716,2023-08-29 13:27:21,兰芳园冻柠茶500ml,1,7.3,4.62,
2023082939504,6931993906236,6931993906236,2023-08-29 13:26:23,*图牛蛋卷,1,0.9,0.51,
2023082939504,8994834005213,8994834005213,2023-08-29 13:26:23,GEMEZ小鸡干脆面,1,2.2,1.33,
2023082939004,6920907809848,6920907809848,2023-08-29 13:25:25,好丽友薯愿单条,1,8.3,5.30,
2023082939004,6932066906924,6932066906924,2023-08-29 13:25:25,特怡诗整粒草莓呦,1,7.5,4.80,
2023082939004,6906839615788,6906839615788,2023-08-29 13:25:25,旺旺维多粒果冻爽,2,5.18,3.32,
2023082939004,6901668005915,6901668005915,2023-08-29 13:25:25,奥利奥缤纷双果夹心饼干97g,1,8.3,5.50,
2023082939004,6935284471076,6935284471076,2023-08-29 13:25:25,卫龙魔芋爽24g,2,3,1.76,
2023082939004,6935284470031,6935284470031,2023-08-29 13:25:25,卫龙魔芋爽24g,2,3,1.76,
2023082939004,6958395800535,6958395800535,2023-08-29 13:25:25,林仔豆角干36g,3,2.97,1.89,
2023082939004,6923450657638,6923450657638,2023-08-29 13:25:25,益达口香糖56g,1,11.9,9.17,
2023082930461,6907992103952,6907992103952,2023-08-29 13:23:14,伊利纯牛奶优选牧场180ml,1,3,2.60,
2023082930461,6974597890907,6974597890907,2023-08-29 13:23:14,优形低脂鸡胸肉丸60g,1,4.35,3.20,
2023082930461,6974597890952,6974597890952,2023-08-29 13:23:14,优形低脂鸡胸肉丸60g,1,4.35,3.20,
2023082942738,6921895905109,6921895905109,2023-08-29 13:22:33,中街大果系列,1,2,1.40,
2023082923366,8801906160452,8801906160452,2023-08-29 13:17:28,韩国趣莱福脆片,1,13.2,8.50,
2023082923366,089686729030,089686729030,2023-08-29 13:17:28,麦克斯克薯片,1,10.5,6.80,
2023082923366,6924187862692,6924187862692,2023-08-29 13:17:28,洽洽瓜子系列108g,1,7.39,5.31,
2023082923366,4710199080566,4710199080566,2023-08-29 13:17:28,张君雅休闲丸子80g,1,8.8,5.30,
2023082911632,6971329927047,6971329927047,2023-08-29 13:16:24,依能果味饮料1L,1,3.99,2.25,
2023082907192,6970717330124,6970717330124,2023-08-29 13:16:03,桃李鸡蛋香松面包,1,4.5,3.60,
2023082998446,6922255447833,6922255447833,2023-08-29 13:15:47,百岁山矿泉水348ml,1,1.7,1.20,
2023082913440,6970717330049,6970717330049,2023-08-29 13:14:29,桃李小吉士排面包,1,3.5,2.80,
2023082999067,6954767412573,6954767412573,2023-08-29 13:13:02,可乐500ml,1,2.2,2.00,
2023082971727,6970489030499,6970489030499,2023-08-29 13:12:39,神作的茶0蔗糖饮料300ml,1,5.8,3.63,
2023082971727,220036073,220036073,2023-08-29 13:12:39,小安冰杯 /杯,1,2,0.50,
2023082911665,221055444,221055444,2023-08-29 13:12:18,三明治,1,9.9,5.00,
2023082911665,6954774500157,6954774500157,2023-08-29 13:12:18,万顺隆果干,3,2.1,1.20,
2023082911665,6924391089366,6924391089366,2023-08-29 13:12:18,徽之梦果仁系列,5,22.5,12.65,
2023082911665,6924391089359,6924391089359,2023-08-29 13:12:18,徽之梦果仁系列,3,16.5,9.99,
2023082980266,6971973442088,6971973442088,2023-08-29 13:11:23,禧遇橡皮糖,1,2.7,1.54,
2023082980266,6945209111031,6945209111031,2023-08-29 13:11:23,爱亿华水果夹心棉花糖90g,1,7,5.50,
2023082977102,6954767423579,6954767423579,2023-08-29 13:05:59,可乐500ml（无糖款）,1,2.2,2.00,
2023082937186,6948939674869,6948939674869,2023-08-29 13:05:32,*百草味猕猴桃干100g,1,6.5,5.00,
2023082937186,8801073113770,8801073113770,2023-08-29 13:05:32,韩国三养火鸡面系列,1,8.5,6.31,
2023082937186,8858702431606,8858702431606,2023-08-29 13:05:32,泰国小老板香脆海苔卷,1,13.9,10.50,
2023082911975,6935284470031,6935284470031,2023-08-29 13:03:20,卫龙魔芋爽24g,1,1.5,0.88,
2023082911975,6935284411768,6935284411768,2023-08-29 13:03:20,卫龙魔芋爽24g,1,1.5,0.88,
2023082911975,6935284471076,6935284471076,2023-08-29 13:03:20,卫龙魔芋爽24g,1,1.5,0.88,
2023082911975,6925303797966,6925303797966,2023-08-29 13:03:20,*统一小浣熊高纤魔芋爽20g,2,2.4,1.50,
2023082911975,6920338000067,6920338000067,2023-08-29 13:03:20,闻塞曲去骨鸭掌,2,4.4,2.78,
2023082911975,8809022202858,8809022202858,2023-08-29 13:03:20,芭蜂坚果系列,1,8.5,5.10,
2023082911975,6971196385988,6971196385988,2023-08-29 13:03:20,奈雪的茶鸭屎香柠檬茶250ml,2,7.8,5.00,
2023082911975,6920907814255,6920907814255,2023-08-29 13:03:20,好丽友浪里个浪65g,1,6.5,4.15,
2023082911975,6970399922518,6970399922518,2023-08-29 13:03:20,外星人电解质水500ml,1,5.8,4.33,
2023082911975,6975176783733,6975176783733,2023-08-29 13:03:20,元气森林苏打气泡水480ml,1,3.99,3.15,
2023082911975,220036073,220036073,2023-08-29 13:03:20,小安冰杯 /杯,2,4,1.00,
2023082911975,220008069,220008069,2023-08-29 13:03:20,照烧脆骨丸 80g,1,5.5,3.20,
2023082911975,220003070,220003070,2023-08-29 13:03:20,盐味鸡肉串 60g,1,4.8,3.00,
2023082911975,220002069,220002069,2023-08-29 13:03:20,鲜肉包 80g,1,2.5,1.30,
2023082961546,220006070,220006070,2023-08-29 13:03:08,印迹脆骨烤肠 70g,1,2,1.20,
2023082961546,6921168509256,6921168509256,2023-08-29 13:03:08,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082957968,6954767400556,6954767400556,2023-08-29 12:59:42,酷儿450ml,1,3.8,2.54,
2023082974453,6954767442075,6954767442075,2023-08-29 12:59:33,芬达500ml,2,4.4,4.26,
2023082978266,6901285991271,6901285991271,2023-08-29 12:58:28,怡宝1.555L,1,2.5,2.17,
2023082994386,6970140841617,6970140841617,2023-08-29 12:58:23,*蜜雪冰城饮品系列450ml,1,4.5,2.84,
2023082971995,6901285991271,6901285991271,2023-08-29 12:58:17,怡宝1.555L,1,2.5,2.17,
2023082967577,220036073,220036073,2023-08-29 12:58:14,小安冰杯 /杯,1,1.9,0.50,
2023082975339,6954767412573,6954767412573,2023-08-29 12:58:07,可乐500ml,1,2.2,2.00,
2023082946715,6972549660110,6972549660110,2023-08-29 12:57:54,三得利乌龙茶1.25L,1,10.35,7.50,
2023082998493,6971329925166,6971329925166,2023-08-29 12:57:01,依能无糖苏打水饮料900ml,2,7.98,4.50,
2023082957774,6956579801743,6956579801743,2023-08-29 12:56:03,韩熙美番茄肉酱意大利面,1,16.9,10.50,
2023082943634,6971973442095,6971973442095,2023-08-29 12:55:42,禧遇橡皮糖,1,2.7,1.71,
2023082943634,6921643821231,6921643821231,2023-08-29 12:55:42,赛1手工辣条系列,1,0.9,0.54,
2023082943634,6924391089342,6924391089342,2023-08-29 12:55:42,徽之梦果仁系列,1,5.5,3.45,
2023082943634,6924391089595,6924391089595,2023-08-29 12:55:42,徽之梦果仁系列,1,7.5,4.69,
2023082917639,6902538007169,6902538007169,2023-08-29 12:52:00,脉动维生素饮料,1,4.9,3.81,
2023082981622,6921168509256,6921168509256,2023-08-29 12:51:58,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082991306,6921168509256,6921168509256,2023-08-29 12:49:25,农夫山泉矿泉水550ml,1,28,21.60,
2023082987608,8858702431606,8858702431606,2023-08-29 12:48:35,泰国小老板香脆海苔卷,1,13.9,10.50,
2023082987608,6970410584794,6970410584794,2023-08-29 12:48:35,a1水果吐司,1,2.5,1.47,
2023082987608,6970410585456,6970410585456,2023-08-29 12:48:35,a1水果吐司,1,2.5,1.47,
2023082987608,6958621300945,6958621300945,2023-08-29 12:48:35,真之味鸡蛋干,2,2.4,1.34,
2023082987608,6959836925442,6959836925442,2023-08-29 12:48:35,贤哥鹌鹑蛋25g,1,2.2,1.30,
2023082987608,6959836922465,6959836922465,2023-08-29 12:48:35,贤哥鹌鹑蛋25g,1,2.2,1.30,
2023082987608,6971258741882,6971258741882,2023-08-29 12:48:35,卫龙78°卤蛋,1,3.2,1.95,
2023082987608,220072273,220072273,2023-08-29 12:48:35,友臣肉松饼,2,3.6,1.92,
2023082909924,6925303713300,6925303713300,2023-08-29 12:48:25,统一小当家干脆面系列,1,0.45,0.38,
2023082909924,6925303713379,6925303713379,2023-08-29 12:48:25,统一小当家干脆面系列,2,0.9,0.76,
2023082909924,6925303713362,6925303713362,2023-08-29 12:48:25,统一小当家干脆面系列,1,0.45,0.38,
2023082909924,221055484,221055484,2023-08-29 12:48:25,好丽友薯愿小包装,1,4.3,2.25,
2023082909924,6954774500157,6954774500157,2023-08-29 12:48:25,万顺隆果干,1,0.7,0.40,
2023082909924,6947762804177,6947762804177,2023-08-29 12:48:25,法芙尼香烤椰脆,1,2.2,1.36,
2023082909924,6975176781777,6975176781777,2023-08-29 12:48:25,元气森林苏打气泡水480ml,1,3.99,3.15,
2023082909924,6938102606285,6938102606285,2023-08-29 12:48:25,玛芙贵是对坚果沙琪玛,1,1.5,0.78,
2023082909924,6924391089380,6924391089380,2023-08-29 12:48:25,徽之梦果仁系列,1,5.5,3.41,
2023082955579,6901285991219,6901285991219,2023-08-29 12:48:10,怡宝纯净水 555ml,1,1.5,1.00,
2023082955579,6902083883089,6902083883089,2023-08-29 12:48:10,娃哈哈冰红茶,1,2.8,2.07,
2023082960856,6901236341582,6901236341582,2023-08-29 12:47:45,维达纸抽130抽,1,2.9,2.33,
2023082992632,6928748100148,6928748100148,2023-08-29 12:47:25,辽渔远洋金枪鱼罐头185g,1,17,11.27,
2023082992632,6920698400774,6920698400774,2023-08-29 12:47:25,康师傅开心桶红烧牛肉面(桶装),1,4.27,3.78,
2023082992632,6920698400378,6920698400378,2023-08-29 12:47:25,康师傅红烧牛肉面（BIG桶）,1,5.13,4.64,
2023082992632,8801073110502,8801073110502,2023-08-29 12:47:25,韩国三养火鸡面系列,1,32.3,25.10,
2023082928855,6901236341582,6901236341582,2023-08-29 12:46:13,维达纸抽130抽,1,2.9,2.33,
2023082958245,6920202888883,6920202888883,2023-08-29 12:45:44,红牛维生素功能饮料,1,4.9,4.60,
2023082958245,6973497200311,6973497200311,2023-08-29 12:45:44,果子熟了多多茶系列,2,10.8,7.60,
2023082933225,6921168509256,6921168509256,2023-08-29 12:44:27,农夫山泉矿泉水550ml,1,1.2,0.90,
2023082944291,6940211889602,6940211889602,2023-08-29 12:44:04,养乐多活性乳酸菌乳饮品100ml*5系列,1,12.8,11.20,
2023082944291,6922577738152,6922577738152,2023-08-29 12:44:04,君乐宝悦鲜活牛奶系列,1,8.9,6.00,
2023082975973,221055458,221055458,2023-08-29 12:43:56,*霞美气泡脆饼,1,1.2,0.60,
2023082975973,6922895496208,6922895496208,2023-08-29 12:43:56,众望小麻花,1,0.7,0.40,
2023082924427,220036073,220036073,2023-08-29 12:43:42,小安冰杯 /杯,1,2,0.50,
2023082949920,6954432710195,6954432710195,2023-08-29 12:42:55,炫迈口香糖,1,9.9,8.60,
2023082975816,6901285991219,6901285991219,2023-08-29 12:42:53,怡宝纯净水 555ml,1,1.5,1.00,
2023082925416,4037719068317,4037719068317,2023-08-29 12:41:54,嘉云水果糖,1,19.8,12.80,
2023082985022,6921168558025,6921168558025,2023-08-29 12:41:41,农夫山泉东方树叶,1,3.9,3.39,
2023082959523,6921168593569,6921168593569,2023-08-29 12:41:36,茶π500ml,1,4.9,3.20,
2023082959523,6925303795153,6925303795153,2023-08-29 12:41:36,统一小当家干脆面系列,1,0.9,0.70,
2023082959523,6925303713058,6925303713058,2023-08-29 12:41:36,统一小浣熊干脆面,1,0.9,0.73,
2023082959523,6920698414214,6920698414214,2023-08-29 12:41:36,康师傅开心桶酸辣牛肉面（桶装）,1,4.5,3.78,
2023082945373,6935041525479,6935041525479,2023-08-29 12:40:28,旺仔特浓小馒头60g,1,5.9,3.75,
2023082945373,6917187660191,6917187660191,2023-08-29 12:40:28,广天牌黄桃罐头425g,1,12.9,8.33,
2023082945373,4897038895007,4897038895007,2023-08-29 12:40:28,赛味馆饼干160g,1,15.5,9.50,
2023082973978,6906907129063,6906907129063,2023-08-29 12:39:46,百事国产无糖生可乐330ml,2,9.8,5.66,
2023082904821,6906907135101,6906907135101,2023-08-29 12:39:25,百事可乐听装系列330ml,1,2.2,2.00,
2023082904821,220036073,220036073,2023-08-29 12:39:25,小安冰杯 /杯,1,2,0.50,
